symbol	Ratio L/H normalized S1.1	Ratio L/H normalized S1.2	Ratio L/H normalized S1.3	Ratio L/H normalized S1.4	Ratio L/H normalized S1.W	Ratio L/H normalized S1.X	Ratio L/H normalized S1.Y	Ratio L/H normalized S1.Z	Ratio L/H normalized S2.1	Ratio L/H normalized S2.2	Ratio L/H normalized S2.3	Ratio L/H normalized S2.4	Ratio L/H normalized S2.W	Ratio L/H normalized S2.X	Ratio L/H normalized S2.Y	Ratio L/H normalized S2.Z	Ratio L/H normalized S3.1	Ratio L/H normalized S3.2	Ratio L/H normalized S3.3	Ratio L/H normalized S3.4	Ratio L/H normalized S3.W	Ratio L/H normalized S3.X	Ratio L/H normalized S3.Y	Ratio L/H normalized S3.Z	Ratio L/H normalized S4.1	Ratio L/H normalized S4.2	Ratio L/H normalized S4.3	Ratio L/H normalized S4.4	Ratio L/H normalized S4.W	Ratio L/H normalized S4.X	Ratio L/H normalized S4.Y	Ratio L/H normalized S4.Z	Ratio L/H normalized S8.1	Ratio L/H normalized S8.2	Ratio L/H normalized S8.3	Ratio L/H normalized S8.4	Ratio L/H normalized S8.W	Ratio L/H normalized S8.X	Ratio L/H normalized S8.Y	Ratio L/H normalized S8.Z	Ratio L/H normalized S9.1	Ratio L/H normalized S9.2	Ratio L/H normalized S9.3	Ratio L/H normalized S9.4	Ratio L/H normalized S9.W	Ratio L/H normalized S9.X	Ratio L/H normalized S9.Y	Ratio L/H normalized S9.Z
LRRC47	0.588997526		2.666595557			2.452483139	1.461560947	0.806646769									0.971156648	0.920386562	0.971628449	1.084869327	1.023918742	1.022526253	1.233517127	1.110629838	1.438662619	0.863483292	1.253777003			1.185143047	1.138952164	1.059108866	0.481208796	1.118906157	2.105484788	0.91954023	3.185220577	6.419309282	3.179346962	3.348064819								
LRRC59	0.910415149	1.360340629	1.314284963	1.1313625		1.310049389	1.471453796	1.439159531	0.286968749	0.371484825	0.408129949	0.453453045	0.231916325	0.243237984	3.157163604	2.835833593	0.667111408	0.483933411	0.688989941	0.797003268	0.968147933	0.956297217	1.365858989	1.276014751	2.353938139	1.849625451	1.95549298	2.276452377	1.499430217	2.150352658	1.834559431	2.167974678	1.974723539	1.479333708	2.615678376	1.396765092	2.314171989	2.685068335	1.870277549	1.652865242	1.459172357	1.727294711	3.242226761	1.33024716	1.080380294		2.174102096	1.592280624
LRRFIP1																																	1.428265372	1.401738155		1.229483002			1.097972046									
LRRFIP1	0.963669654	1.114864488	0.964413155	1.048679712	1.013972542	1.272248445	0.929627219	0.974563883	1.345786343	1.200321686	1.185297569	1.141995752	1.368588164	1.157193112	0.938086304	0.968335431	1.627365783	1.797042069	1.291422373	0.954289531	1.178008929	1.21354805	0.505816894	0.657030223	0.979527868	1.209043646	0.857485851	0.818598559	0.941708259	1.035153824	0.994727942	0.848320326	1.026198857	0.997207818	0.895495657	1.000870758	0.895575855	0.828706389	0.895896793	0.830288941	1.115225052	0.98367106	0.961076406	1.124694927	1.046441054	1.014075366	1.019731811	1.101891948
LRRFIP2	0.938702713	1.116071429	0.725531452	0.980488283	1.043307703	0.758552681	0.570776256	0.909752547	1.195028681	0.965903603	1.007739439	1.113176672	0.981065437	1.019544671	1.32620718	1.4287143	1.999920003	2.431019813	1.608622215	1.060310459	1.457534726	1.167869572			1.070984878	1.086873825	0.781066937	1.21945271	1.192179304	1.111580445	0.986290561	0.837170364	1.261495377	1.38861888	1.06788548	1.232134056	1.070503351	1.00722178	0.99980004	0.911410864	1.444669171	1.2909389	1.380548078	1.708963514	1.326664632	1.351351351	1.072248075	1.402681928
LRRN4																	0.940026321	1.089894498	0.80697224	0.689940665	0.923531585	0.918695452	1.019919018	1.20932145																								
LSM1					0.606134077	0.820075447		0.896458987												1.233821515							1.09179841						0.907111756	0.922509225	1.136492783	0.906947216	1.438248788		1.527440468			1.183558012	1.262355303		1.150258233	1.512676227	1.454228168	1.437649156
LSM14A	0.766518473	0.776578396	0.712504453	0.625821391	0.833263895		0.566508044	0.934492104	0.970026191	0.9046499	0.840830741	0.695265244	0.9936407	0.75397723	0.69151511	0.606317832		1.393611684		0.917010546			0.771545405	0.764701384	0.77960552	0.899199712	0.657721652	0.652784124	0.886053518	1.026715128	0.890709896	0.717205766	0.86986778	0.865725911	1.16117046	1.264542236	1.161548111	1.284934147				1.164890209	1.009499389		1.372212693	1.038691249	1.121616923	0.912991874
LSM14B																0.712910815									1.01369502				1.640527594		1.508113651		1.272377947	1.255729265			1.360229607		1.168115129	1.151808339	0.854700855		0.93905531		0.893176134			
LSM3	0.872219799	1.006866832	1.124277652	1.079715387	1.242745473	1.132708078	1.108254278	1.202096456	2.019508452	2.103624545	2.518574487	2.308775656	2.284826467	2.191732784	2.531453307	2.542976299	1.613319566	2.25703065	1.571610429	1.252442262	1.065280382	1.158614297	0.389150484	0.496204039	1.225400093	1.202776007	1.124176541	0.973804655	1.012627464	1.150218542	1.092382815	0.913408842	0.81214976	0.814398567	0.835491687	0.89621796	0.892140244	0.877654906	0.829737803	0.835352101	0.963948332	1.000610372	0.859697387	0.975609756	1.070423138	1.164252783	1.067874076	1.220509441
LSM8	0.52208416	0.578804191	0.654407434	0.688562969	0.827335153	0.730353491	0.704126179	0.821962847	2.136432585	6.230141424	8.522969403	3.40031963	7.116931179				1.080345278	1.374532659	1.333884672	0.999000999	0.797384579	0.720876586	0.588166098	0.408897612	0.865950814	0.853460783	0.83465487	0.817661488	0.53321958	0.697252824	0.745156483	0.570222957	0.514244575	0.577133953	0.671952695	0.58910162	0.785422557	0.813471081	0.868055556	0.894454383	0.615953188	0.774533344	0.634477508	0.64008193	0.894694462	0.9046499	1.121931517	0.954289531
LSR									1.162533859	1.242236025	1.704129105	1.389912019	0.933358223	1.049824679	1.468019202	1.470480112									1.307702367	1.27572174	1.459385307	0.989805008	1.392214735	1.606141887	1.871712804	1.353198284	1.34222783	1.175267667	1.923927891	1.920823649	1.137100167	1.085410991	1.152379087	1.121440827	1.31416406	1.256597135	1.182061042	1.103655306	0.858221765	0.80762397	0.928677563	0.897424392
LSS																			1.029050084		1.165582675		1.165460415		0.800897005	0.754944889	1.035035967	1.041775185	0.273044998	0.756200847	1.134970718	1.421363087	1.125479736						1.423284942								2.516039753	
LTA4H	2.193992848	1.32717524	1.42395375	1.030184403	1.183487976	1.151781806	1.61922342	1.276976121								16.39774367	1.069827651	1.087181048	1.153775152	1.471908624	1.166861144	1.06498541	0.893415528	1.116233382	1.139107851	0.984736583	1.054329605	1.288560163	0.260899058	0.622316261	0.813074234	1.032759119	0.474383302	1.141656772	1.71906964	1.245516142	4.779429336	4.442272667	3.447324876	4.155239757	0.846596681		2.757175549		1.745231156		3.80952381	2.079088528
LTBP1									0.739863865	0.729767204	0.780944943	0.664628473	0.989707047	1.037333638																																		
LTV1	2.990609486	2.883007553	1.604209446	2.873893551	1.970326877	1.459939267	1.86577607	1.293476996	1.144204034	1.03925257	0.732708089	0.733084085	0.77089115	0.800897005	0.598265031	0.605107104	1.34392345	1.892577312	1.351296569	1.018931752	1.119532483	1.382380182	0.529520784	0.513399733	0.571069613	0.706713781	0.54001512	0.444978419	0.855871277	1.174770626	0.479685326	0.430440771	1.532637516	1.568307639	1.711801157	1.939036687	1.334846159	1.4185202	1.888360148	1.401973979	1.087796016	1.098382083	1.039176972	1.212341638	0.977421562	1.015104759	0.986096046	0.984639622
LUC7L	0.701754386	0.766459723	0.866926745	0.852151683	0.805801773	0.796431985	0.910415149	0.868507903	0.449923513	0.412984224	0.46380038	0.38491147	0.362963232		0.657246139	0.753125471	1.63132137	2.161881702	1.33083137	0.919878576		1.339225927	0.890234132	0.784559862									1.406153327	1.572920599	1.370689183	1.42279893	1.231936728	0.854700855	6.132335807	1.358917215	0.612332374	0.894294402	0.744989943	0.631034265	0.641107834	0.664098818	0.86948961	0.786843969
LUC7L2	0.780518264	0.894454383	0.952562393	0.84666836	0.91382619	0.933271115	1.049868766	0.928160386	0.261629428	0.280025762	0.390701309	0.351976347	0.165357586	0.230054293	0.880824452	0.772976733	1.535602955	1.869438421	1.554363877	1.267796696	1.393262184	1.282659723		0.897182846	0.85785365	0.883236177	0.941974378	0.877192982	0.728491295	0.799168864	0.856311012	0.626017278	0.921658986	0.807689201	0.87966221	0.791139241	0.626095667	0.732064422	0.708867938	0.846811754	0.631074088	0.878811846	0.877192982	0.592697961	0.614250614	0.561041293	0.793147208	0.69570057
LUC7L3	0.94277364						1.529215665	0.703729768		0.336417157	0.532736668	0.53957805	0.30755982		2.817377585	1.573935626		1.139172733	1.02988733		0.908017797	1.181069813		0.607090821	1.216012452	1.032290032	1.17286919	0.906782735	1.040474456	0.730620297		0.985998817																
LUZP1	1.203499777		1.055798976	0.742555877	1.041146094		1.708262867	0.624882834	0.704572677	0.374041519	0.485837827	0.608642727	0.540394488	0.541623788		0.352584444	1.238006809	1.89587836	1.271100264	0.782288978	1.191241989	1.544163064	0.761035008	0.70136064	0.398311161	0.589205751	0.536193029	0.568601808	0.831600832	1.051945046	1.001773138	0.571004397	1.318843638	1.501749538	1.179050628	1.238420766	1.372476359	1.222015837	1.083670174	1.118981279	0.852224305	0.810307106	0.745323098	0.826104915	0.782105428	0.798403194	0.755001888	0.644786898
LYPLA1																				1.094127816	1.001171371	0.963855422				0.964506173				1.037441255																		
LYPLA2																	0.614703713	0.563031361	0.74261102		0.832500833	1.068627241		1.163494206																								
LYSMD1		1.451041848	1.289424143		1.234415504	1.07574307		0.98454268																						1.406924884		1.279475927																
LYSMD2		1.535367183				1.109927189																											1.02410749	1.007719129						0.765696784	1.016549425	0.894774517	0.955109838	1.090084591	0.883236177	0.81960495	0.877269936	1.006127315
LZIC	0.741564702	0.799808046	0.709874352	0.752275634	0.838363514	0.86948961	0.765169485	0.824130542	1.222837717	1.347418346	1.555282517	1.386212728	1.224634753	1.362564892	1.141943588	1.070228387	1.757623693	2.625223144	1.861088364	1.195743154	0.896780558	0.95712098	0.370027752	0.455539359	0.752219046	0.758207597	0.75001875	0.668315177	0.833125052	0.964599209	0.847098687	0.654278985	0.771069473	0.757288906	0.692185229	0.800576415	0.737952919	0.767577525	0.802890405	0.748783227	0.848824378	0.773036487	0.796051584	0.832431533	0.87657784	0.908595312	0.90983532	0.944643869
LZTFL1	0.643583473				0.845094228	0.808865162	0.893335716	1.05848108									1.088162963	1.102341373	1.140211851	0.976848686	0.886446237	0.812347685	0.648634624	0.710025561							1.289041855		0.525099769	0.533703368	0.63419584	0.565195275	0.985804416	1.181530318	0.92945441	1.107039665	0.801796023	0.903260771	0.996710854	0.822368421	1.049780596	1.223451111	1.55159038	1.296646871
LZTS1																										0.770060065				0.92755774		0.684415851																
M6PR																	2.051450375	1.742312048	1.833583923	1.524529683	1.309637623	1.224934772		1.004833248		0.89134504														2.47408397								
MACF1										0.940733772				0.836260244		2.789400279	0.77579519	0.719476221	0.794091956	0.865950814	1.105558749	1.230648059	1.245578197	1.127611831			0.965623793	0.855871277			1.101637033	1.028330505	0.551328702	0.727008361	0.919793966	0.92506938	2.167035063	2.148827814	1.850960649	1.540665876			1.345369909			1.263727237	1.091190817	1.029813089
"MAFF;MAFK"																								0.611396429									0.754716981	0.814863103	0.794596742	0.838363514	0.781983109	0.984736583	0.8	0.819067901					0.929540807			0.901388138
MAGED1		1.404218272	0.90966979							0.941974378	1.524645901	1.574505605			1.539788125	1.760904401																																
MAGED2	0.752671986	0.64499484	0.608568647	0.854700855	0.940026321	0.580990007	0.678702321	0.740411669	0.60244593	0.553464689	0.964599209	0.955657492	0.495982541	0.616256856	1.541140752	1.610695015	0.810110175	0.737082627	0.75740362	1.011470071	0.987654321	0.806451613	0.731207956	1.178050562	1.137501138	1.266335731	0.85499316	1.497073222	0.903097625	2.369219105	2.030168301	1.526624328	3.975510853	2.608242045		2.239842315	1.480428732			1.373343405	1.35435289	1.325398614	1.028298782	1.080742254	1.059984524	0.570027931	0.642137032	
MAGOHB																				0.915331808	0.79101408		1.765942042																									
MAL2												1.367858071	1.286835671																																			
MAN2B1																		1.220688224		0.801025312	1.182382501	0.910498042		1.172332943	1.383738307	1.186901357	1.287747086				1.055163972	0.956480153	0.035640459						1.070675275		0.852514919				1.326330309	1.400540609	0.824266403	0.836050497
MANF	1.084539884	1.091929549	1.037462781	1.112866968	1.072455064	0.987751877	0.805801773	0.896619744	0.194197382	0.194057946	0.289955927	0.303260045	0.155562124	0.161425712	0.344815696	0.303914418	1.38009081	1.501884866	1.367091376	1.175792778	1.31889582	0.993245928	0.633272117	0.612594952	0.881290209	1.021972407	0.772499034	0.961815908	1.196945395	1.250985151	1.120172058	0.965344145	1.355619722	1.093697024	0.955931555	1.035507554	1.076009297	1.013048059	0.973709834	1.118568233	1.184637619	1.385099104	1.227777232	1.20176419	0.944376239	0.908182726	0.869943454	0.945894816
MAP1B	0.81300813	0.810372771	0.755058895	0.8200082	0.756258035	0.704175762	1.010539931	1.004802958	0.930838686	0.966650556	1.038098204	1.108463116	0.942329438	0.970308558	0.902934537	0.924641701	1.063535618	1.091095569	0.928936368	0.611920206	1.070961938	0.965344145	0.46223537	0.505024999	1.717298346	1.900707063	1.514531934	1.755833758	1.221493398	1.638350509	2.039318052	1.761400666		0.593401377														
"MAP1LC3B;MAP1LC3B2;MAP1LC3A"															1.59854213					0.563285079	0.674946004	1.323854535												1.991516141			2.860330082			1.217848792								
MAP1S												0.970968055				1.487077298										0.819470622	0.993541977	1.289690216	2.003365654		3.393396451																	
MAP2									1.033559683	0.938790837	0.99690958	0.952471664	0.933271115	0.895656068																																		
MAP2									0.964506173	0.937558597	1.123002459	1.09306342	1.020335282	1.114019941	0.619118375	0.707513797									0.876654686	1.147657631	0.85733882	0.928160386	1.236766597	1.394739044	1.780404864	1.492203238																
MAP2K1																			0.904322662	1.37483502		1.173089331	1.092884231	1.163724384	1.107591432	1.075453842	1.125036564	1.314250417		1.053618653	1.660247045	1.253321301																
MAP4	1.387443635	1.498711108	1.435770794	1.467566774	1.731901628	1.708408788	1.483921708	1.666305634	0.905797101	0.873133677	0.865875833	0.806646769	1.052343569	1.053496555	0.601178309	0.590527932	1.531370117	1.865462821	1.336630355	0.987264291	1.275054827	1.302185067	0.512242598	0.549631747	1.047317819	1.165528334	0.945984297	0.903179191	1.226783129	1.319087192	1.355674855	1.258304812	1.303084401	1.307497189	1.154614417	1.26948662	0.994925878	0.911743253	1.010182641	0.911410864	1.411173673	1.316603689	1.350056027	1.457470996	1.242020021	1.249468976	1.176622857	1.257229067
MAP4K4																	0.784682988	1.040312094	1.051259409		0.886996629	1.141552511	1.016663108					0.825082508				1.454778219	0.541858575	0.92284976														
MAP7		1.073502732						1.209774982	0.534816558	0.581801257	0.61950192	0.578134937	0.518914431	0.55352596	0.666178136	0.600961538									0.986290561	1.068650081	1.023300554	0.695507025		0.976181179	1.307719468	1.017894587	1.90287715	1.106231401	1.336880523		1.185930125	1.126671699	1.268488216	1.1382521	1.274291176	1.068216292	1.098599286	0.949577438	1.191767272	0.925497455	1.095194287	1.033784063
MAP7D1	1.493897429		1.780880467			1.54495033		1.51579458	0.741015191	0.597264528	0.85733882	0.877577885	0.596231815	0.502462064	0.888730892	0.75030012	1.178133836	1.294531897	1.040550243	0.726163677	1.141917508	1.202862813	0.588581519	0.621426796	1.460173761	1.460536309	1.304478274	1.654560797	1.416791817	1.747060571	1.414507186	1.274941034	3.072668613	2.907652943	2.20143093	2.505951635	1.734424865	2.14970549	1.991476481	2.500187514	1.859980656	1.970870534	2.001320872	2.025275437	1.307907609	1.138524245	1.031661697	1.106206927
MAP7D2	2.434215331	2.827574507	1.783898532	1.831803777	2.968239834	2.186126839	1.701461555	2.147074611																																								
MAP7D3	1.300271757	1.428755126	1.4550534	1.768659356	1.508727991	1.604209446	1.461753227	1.326664632	0.432919174	0.402949591	0.321440051	0.226891138	0.324706952	0.386712557											0.559503161	0.492999408	0.372494971		0.525403247	0.574316563			1.238973139	0.976181179	1.541972491		1.338526817	1.450810278	1.580502916	1.247754043								
MAPK1		1.048327917	2.030869212		1.015981387	1.000770593		1.199803232	0.8526603	2.917323064	2.519145506	3.402286336	2.04855065	2.806072341		7.412898443	0.940999341	0.964227172	1.16952225	1.165066642	1.079960257	1.017107752	1.123570257	1.206913199	1.275835672	1.1759587	1.532614026	1.561182752	0.780762024		1.520126475	1.541829844			2.370286094	1.305823975	3.197442046				1.109988789		1.753770607			1.248314775	2.642356982	
MAPK14																			1.039782062			0.908017797																										
MAPK1IP1L	2.267933686	2.307497058	2.146337275	2.164642726	2.084245191	2.06011413	2.096831687	2.093407859	1.529285824	1.446989538	1.629115553	1.461048448	1.553784242	1.511578693	1.372043247	1.421827902	1.779042875	2.307869836	1.589269254	1.147433764	1.209628644	1.190206977	0.477122	0.53570472	1.218100981	1.301507145	1.154307877	0.864827467	1.137928288	1.272475091	1.221776952	1.085081218	1.479508803	1.420878387	1.35415115	1.45047358	1.190518709	1.152591602	1.199673689	1.155575072	1.222927444	1.183642067	1.056602179	1.2901894	1.290988897	1.386135869	1.378910936	1.441940275
MAPRE1	1.116719525	1.02380343	1.52070439	1.15593573	1.039392994	1.031853312	1.577013452	1.212385733				3.74728322			2.517433225		0.678610206	0.663525977	0.858811405	0.908017797	0.989707047	0.931619154	0.993936984	1.222254816	1.164673134	1.040593555	1.192221944	1.333208901	1.251595785	1.013448461	1.046386305	1.30609686	0.891424496	1.127510119	0.906207522	0.943396226	2.107303915	2.888253473	1.068387483	1.366101556				0.960430273		0.538531962		
MAPT				1.756789993				1.005560751			0.858663919	0.839137367		1.320567844																											1.443918216	1.125213791	1.232255521	1.266768853	1.586118293	1.568947393	1.482337943	1.737136504
MARCKS	0.785299199	1.086507747	0.828843763	0.695120256	0.926955877	1.037731933	0.769171602	0.933532487	2.000920423	2.062536094	2.338306131	2.379309524	1.553060305	1.590027348	1.892434049	1.779802798	1.247131597	1.412588993	1.162925922	0.972384286	1.054329605	1.235345711	0.51999376	0.588824118	1.561572816	1.7191583	1.464622054	1.391033399	1.593219259	2.0145856	1.729834455	1.794075961	2.547640885	1.31395685	1.60898457	1.98601843	1.912740766	2.523022581	2.623294858	3.017956843	1.560744163	1.408807867	1.662703889	1.872939766	1.57763544	1.463635964	2.168397771	1.667778519
MARCKSL1	1.50464182	1.602564103	1.673416112	1.632413196	0.982414776	1.110531167	1.253085724	1.541093252	1.866333215					2.365520178							0.923531585	1.143942254	0.517437649	0.564365935	2.235436134	2.301178203	2.521877285	2.23838836	1.901393722	2.407955886	2.187944426	2.29226361	3.143665514	1.717563807	1.596627922	2.021386267	1.674004386	2.029179603	1.69704375	2.396874476	1.209774982	1.246836153	1.453594011	1.40559991	1.09136945	0.996412914	1.241603655	1.100025301
MARK2												0.65269891			1.699062118	0.348177292													4.049566696					1.871887986														
MARS	0.91937115	1.239019192	1.419023428	0.935016363		1.104972376	1.160012064	0.866851595			3.922030043	2.27236576				4.666137838	1.053252444	0.865426222	1.140914329	1.306318663	0.964692263	1.030672823	1.592661018	1.499205421	0.847314015	0.50727946	1.040723511	1.105179979	0.615763547	0.845165652	0.913575735	1.014733937	0.353982301		0.932227091	0.753352418	1.636768365		1.161156977	1.992071555	1.319139393						1.419265105	
mar.02																																		1.223975227				7.453230976		4.070832485								
MAST2																																									1.03862652	1.141461299	1.102195574	1.233167267	1.390008618	0.97761267	0.940379913	1.047142349
MAST4												1.100461093																					1.026978731	0.937910336	0.634155622	0.898311175	0.83864475	0.872448089	0.819672131	0.77887686								
MAT2A	1.594743725						1.602795275	1.390375819									0.741454734	0.705716302	0.654964632	0.797575371	0.877654906	0.867603679	1.011541691	0.962463908	1.068627241	0.923361034	1.262546556	1.420878387			0.799424414	0.972668028			2.460872133	1.435997588	4.754659566	5.775339301	4.377900359	5.60915414			1.247909751					
MAT2B																	0.577300543	0.762427569	0.816193275	0.981643271	0.889046942	0.945268929	1.008247464	0.948496633	0.678656261	0.548215558	1.13360691	0.987361769	0.318015583	0.565259171	0.763591936	0.88354833					1.942162404	3.553407718	2.10837023	3.051385329						1.124441996		
MATR3	0.642508353	0.667378537	0.694155213	0.624258693	0.603427468	0.61850569	0.619348445	0.570385581	1.232817605	1.237838239	1.874800802	2.057655507	1.162790698	1.245842002	5.205893071	5.698655117	0.742335387	0.75001875	0.732869183	0.769763683	0.944376239	0.933794005	0.872524213	0.838012235	0.64230201	0.586820022	0.727219839	0.646579594	0.480515112	0.609087587	0.631751848	0.662558802	0.681616795	0.886446237	1.157447597	0.997506234	1.927785168	2.26295542	1.848053076	1.880618347	0.659761166	0.688325991	0.981065437	0.699398517	0.933184024	0.894534395	1.051447317	0.811030008
MAVS	1.478655606	1.350220086	1.171399119	1.21954194	1.404869277	1.199961601	1.128273403	1.27029293	0.882301041	0.796178344	1.061052989	1.110444844	0.892538379	0.794344269	1.519364298	1.494120635	1.030152566	1.401207841	1.321091221	0.926955877	1.179662616	1.23574262	0.722073796	0.695748974	2.423067604	2.396013034	2.034877806	2.354215222	2.406623027	2.728810784	3.163756011	2.389200812	1.332462791	1.515151515	1.380167	1.682000908	1.655053706	1.726102116	1.688989478	1.772578215	1.594591147	1.454207021	1.559162418	1.543448063	1.232346634	1.060456633	1.098732063	1.180721184
MAVS																	0.865501125			0.980488283	1.167038174																											
MAX	1.053274631	1.261845575	1.139354442	1.41651085	0.992260369	1.100921471	0.810438447	0.764233856	0.969461949	0.99522293	0.907852928	0.967211529	0.853460783	1.136932102	0.836680054	0.789328282					1.274404853						1.442751616				1.536145504	1.271940982	2.436053593	2.067995699	1.903782816	1.837931225	1.484780995	1.297993302	1.620719275	1.355711613	1.683898562	1.418399478	1.267684195	1.653931395	1.317523057	1.36293631	1.176775165	1.273090682
MBD2									0.613948919	0.462342226	0.865126741	0.736268591	0.659587098	0.648424329		1.176678237		2.668160837		1.25906527	1.156791523			1.216796661			0.92174394				1.087476619	0.917767988	1.18445521	1.121239643	1.018879844	1.054051775	0.940733772	0.932140194	0.83948959	0.927815921	1.647310765			1.180358829	1.512333076	1.452728224		1.067372556
MBD3	0.972384286	0.877963126	0.62336367	0.875810124	1.058615543	0.621697233	0.729501021	0.706214689	0.453103761	0.451793621	0.910249408				0.797130331	0.8526603							0.821962847	0.718855582								0.928074246	0.929627219	0.942063118	0.954836246	0.850340136		0.851571149	0.987361769	1.45270712	0.795291872		0.773634535		0.79358781	0.753636295	0.775314002	0.822774395
MBNL1	0.875120329	0.956571647	0.738825268	1.31145821		1.400717167	0.688041833	0.745323098	1.02493671		1.521167039	0.980872977		0.663790242		4.880905896	0.868583341			0.997605746		0.68544794			1.172236745	1.038065876			1.251094708	1.182858022			0.350054258	0.435445243	0.611508592	0.734591934	0.804893754	0.947418285	0.750243829	0.859328005	0.720720721	0.640984552		0.794786203	0.812942037	0.944733113	1.059692477	1.077179943
MBP																														0.98386462		0.691610761					0.782533845											
MCAM																	1.220003172	1.217389187	1.242050874	0.875426771	1.295722819	1.236002274	0.890789239	0.990589401		1.480165779	1.288277959	1.439449554	1.723900152	2.077749382		1.47022068																
MCCC2																	1.327492367		2.035913514			2.284878673	2.00932326	1.109680856								1.176235341			1.327457123				1.862613619	2.635532246								
MCFD2	1.097189002								1.363103514		1.301219242	1.276487107			1.127967966	1.075315067								0.400128041																								
MCM2			1.127497407	1.244276329	0.943307235	0.72838517	1.083858101	0.982607841		0.905633037						1.878075348		0.951112802	0.818196694	0.756315232	0.837871806	0.91424392	0.858148116	1.088921315	0.728013978	0.842672959	1.318287281	1.138991082	0.498902415	0.580416739	0.616256856	0.994035785	0.808472795	1.308677843		1.683501684		6.828269034	4.193751311	4.643172215	0.732815477	1.258811682	2.579446967	0.798785846	2.087726257	1.256360324	1.754355187	0.760629801
MCM3	1.108217432	1.00724207	1.275428863	0.933794005	0.727114084	0.74906367	0.841255153	0.831531681	1.308643591	1.832542286	2.914347332	3.123340725	1.465437653	1.332835741	5.329922183	5.739539689	0.982800983	0.969367972	0.803341902	0.902038607	0.989119683	0.999100809	1.014857514	0.989413278	0.870397772	0.850557115	1.053108249	1.209014411	0.45564314	0.62810125	0.84932903	0.861474845	0.709169562	1.039447014	1.505774646	1.151370707	3.241911431	3.833473894	2.854614484	2.967799377	0.648887159	1.113077548	1.296781389	0.802954874	1.12037286	1.111259279	1.558579199	0.951474786
MCM4	0.966744006	1.144701748	1.118080479	1.068672922	0.690226394	0.700182047	1.147144185	0.990295108	1.813993143	0.819403474		1.239741142	1.130237237	1.273836669	3.431591229	1.437215252	0.898553329	0.81559416	1.398132096	1.018661886	0.876501008	1.01580594	1.114131646	0.942951438	0.995421063	1.265967009	1.005095836	1.041764332	0.360490267	0.857706493	0.758035173	1.193260465	0.827951648	1.460301698	1.955684196	1.11249555	2.923207343	4.670278349	2.437656924	3.823799327	0.779848709	1.099166832	2.051408292	0.885269122	1.070629423	1.158923129	1.291689271	1.090322299
MCM5				1.39423345	1.074090782			1.279083153										0.537201182		1.079668758	0.866175834	1.832273668	1.260064767	0.974373965	1.262546556		1.564871759	1.680728764			0.931532371	1.070090958					2.593092003	3.575514874		3.345712469							3.832298613	
MCM6	2.356600839		2.035457673	1.075153209	0.911743253	1.036140584	1.263679329	1.071707981				8.746610688				3.432297923	0.929195317	0.803148341	0.826104915	0.949397133	0.941708259	1.049042748	1.052266055	1.147117866	1.12000896	1.097116777	1.492782397	1.438683317	0.259726767		0.943485234	0.966557124	0.591401029	1.777398599	2.264287655	1.9044717	5.570099705	5.956635692	3.202972358	5.11325868	0.717669011		4.915937469	0.902282775	1.407004066	2.548030373	3.888780867	1.487696748
MCM7	1.220107369			1.330194075	1.008359299		0.873896705	1.037355159								10.92955899	0.929627219	0.933794005	0.771307366	0.886839305	0.987654321	0.835910725	1.263918907	1.201923077	1.196988377	1.081759373	1.304461258	1.438393602		0.743549706	1.083012942	1.224244947	0.468735352				5.530667552	7.364312541	4.660700969	3.882288998		2.030498081	4.90701212			1.414267127		1.373437715
MCTS1																				0.873286176		0.884173298	0.950118765	1.010274492																								
MDC1	0.826173166	0.802632635	0.672675905	0.676132522	0.792079208	0.744989943	0.54312405	0.682780281	0.533390228	0.68189567	0.92755774	1.065768579	0.398374632	0.578904712	0.692520776	1.228939057	0.903505602	1.125961289	1.029357269	0.54972239	0.884407889	1.194771679	0.496056352		0.949126803	1.678640972	1.01472364	1.078050884	1.307189542	1.836378661	1.360377641	1.092036867	1.24798762	1.468622872	1.242869039	1.343977636	1.244880429	1.327950706	1.236781894	1.283581706	1.120925436	1.118080479	1.226376915	1.07574307	0.847744998	0.774653343	0.652230629	0.642921435
MDH1	0.982221786	0.946790381	1.177648236	0.961353586	1.118906157	1.178814349	1.238758269	1.153189723		1.838167714	3.718439743	3.925108922	1.539835546	1.749505765	35.93761231	13.49254537	0.81679327	0.818732602	0.86640097	0.938967136	0.891742465	0.765345171	0.862143288	0.890868597	0.843454791	0.715922108	0.904977376	0.941885655	0.341635065	0.663746183	0.806516655	0.957854406	0.506303478	1.021732245	1.562377939	1.042491973	4.150927732	5.351313748	3.439499209	4.67989517	0.766107408	0.617436404	1.664475108	0.907935355	1.485530929	1.544067692	2.710173993	1.879875928
MDH2	1.098418278	1.090833724	1.356263224	1.043601678	1.137203616	1.214933968	1.550628004	1.385060735	1.715324711	2.260193473	5.564210995	4.627273148	1.494276919	1.731391866	22.81125964	17.79676099	0.699202909	0.803341902	0.978856695	0.989021857	0.959600806	0.902690016	1.063026863	1.017532078	0.929713648	0.816193275	1.161372743	1.125112511	0.395710498	0.658544616	0.88269044	1.135060896	0.399249411	0.868432479	1.537633582	0.846525015	2.823742023	3.928655614	2.521368599	3.364171573	0.720201656	1.651936896	2.40442414	0.964785335	1.275689191	1.573489843	2.602607813	1.566465115
ME1																	0.613120785			1.152073733		0.848680302	1.137087237	1.226076188				0.73594348																				
