Symbol	COLO320DM	UO-31	OVCAR-4	ABC-1	RKO
FLNB	0	0	0	0	0
FLNC	1.219679259	0.158993447	3.445796003	0	0
FLOT1	0	0	3.078872166	0	0.064990283
FLOT2	0.65603493	-0.210082749	-0.132150171	0	-0.32911079
FLYWCH2	-0.517786999	-0.194879296	-0.215102577	0.016593903	0.075755245
FMR1	0	-1.034071959	0	0.111490287	0
FN1	0.010856995	0.050643371	-1.292890381	0.594616516	0
FNBP1	0	0	0	1.666684333	0
FNBP1L	0	0	0	0	0.577080575
FNBP4	-0.355302573	0.032817956	-1.212461007	0.091006495	0.249628701
FNTA	0	1.062684547	0	0	0
FOSB	0	0	0	0	-1.774956386
FOSL1	0	-3.125417866	0	0	0.09343962
FOSL2	0	0	-1.12279799	-0.072380203	0
FOXK1	0	0	0	0	0
FREM2	-0.304856426	0	0	0	0
FRMD4A	0	0	0	0	0.040924579
FRS2	0	0	0	0.354553832	0
FSCN1	2.487435698	0.422955659	0.458257923	0	0.854730447
FSTL1	0.177734337	-0.91367257	-0.83864066	-0.785142942	0
FTH1	-0.327453678	-2.155965265	0.628394716	1.72754238	0
FTL	-0.824645888	0	0	1.725448205	0.225429748
FTO	0	1.974888655	0	0	0
FTSJ3	-0.008155106	-0.281617123	-0.175378534	0.418875213	0.19729858
FUBP1	-0.07767114	-0.393925566	-0.269310447	0.06734898	-0.177457443
FUBP3	-0.656869801	1.073631271	0	0.260755687	0.597526657
FUCA1	0	0.312315586	0	0	0
FUS	0.10044891	-0.507757686	-0.366524067	0.178885984	-0.074729128
FXN	0.306814176	-0.358495615	-0.57805158	2.361549954	-0.114143371
FXR1	-0.868071724	-0.344341911	0	-0.260026598	1.988793813
G3BP1	-0.030321568	-0.161954071	-0.235979983	0.19953346	-0.167417527
G3BP2	-0.056398629	-0.334214829	0.046878795	0.353750169	-1.03666383
G6PD	-0.550125938	0.713544001	0.490490675	1.683576076	1.784631214
GAA	0.796405582	1.967061917	2.367491579	0	0.552583968
GAB1	0	0	0	0.46797414	0
GABPB1	0	0	1.13630144	0	0
GADD45GIP1	-0.928624133	-0.503675161	0.80318305	0.236361667	0.292041297
GAK	0	0	0	0.445610185	0
GALE	0	1.3195811	0	0	0
GALK1	0	0	0	0	0
GANAB	0.440453951	0.423447789	0.443461716	0	0.73684824
GAP43	0	0	0	0	-0.255298145
GAPDH	0.219474743	0.424240244	0.227263883	1.479329992	0.980785473
GAPVD1	0	0	0	-0.542049374	-0.039552706
GARS	0.099323149	0.338620876	0.419319686	2.412626335	0.979067032
GART	0.286548689	0.137063129	0.234987165	0	1.058727393
GATA6	0	0	0	0	0
GATAD2A	0	0	0	0	0.587564811
GATAD2B	-0.251246161	0	1.136982009	-0.114812829	0.136394079
GATC	-0.361102514	-1.083140225	-0.441881836	-0.140290871	-0.072603208
GBA	0	0.144470066	0.481559373	0	0
GBE1	0	1.114208301	0.600744056	0	0
GBP1	0	0	1.818307005	0	0
GBP2	0	0	1.83056049	0	0
GCA	0.059525883	0.154991711	0	0	0
GCC2	-0.642285051	0.09230039	0.073330191	0	-0.825587987
GCFC2	-2.133293416	0	-0.509460158	1.464128778	0.597568383
GCSH	-0.156496728	-0.741475721	-0.350621209	-0.116069874	-0.169796739
GDF15	0	-0.172055444	0.216602624	0	0
GDI1	0.047038302	-0.484636305	0.769371425	0	0
GDI2	0.460852365	0.309009019	0.427749362	5.608194792	0.986657163
GEMIN6	0.781026132	0	0	0	0.710060878
GET4	0	0	0	0	0
GFM1	0.040105569	0.019614275	0.477232876	0	0
GFPT1	1.38914319	0.191920363	0.418073505	0	1.312769081
GFPT2	0	1.188913046	0	0	0
GGCT	-1.028821859	0	-1.157575344	0.746703645	0
GGH	0	2.005338415	0	0	0
GID8	0.309338352	0	-0.166325591	0	0.701291105
GIGYF2	-0.379286091	-0.324593524	-0.220345201	0.391860173	0.363645305
GINS3	-0.289086569	-1.425578769	0	0	0.156206641
GINS4	0.261978887	-1.381645113	1.348969353	0	-1.7446761
GIPC1	0	0.276727484	0.259611972	0	0
GLB1	1.123715873	0.255715715	0.068830823	0.779586632	0.671157379
GLCCI1	0	0	0	-0.085892153	0
GLDC	0	0	0.862718058	0	0
GLG1	0	-0.081415693	0	0	0
GLIPR2	0	1.443905874	0	0	0
GLO1	0.096859417	0.155802514	0.30064672	1.343730119	0.510366982
GLOD4	0.346937011	0.195124134	0.658174988	1.255294197	0.449988733
GLRX	0	0.219602327	0	0	-0.12357835
GLRX3	-0.019878719	0.070245652	0.357724501	1.635091775	0.670843298
GLRX5	-0.014648826	-0.378998861	-0.164249859	1.358758347	0.077962909
GLS	0	0.291188921	0.134758686	0	1.463060218
GLUL	0	0	0	0	0
GMDS	0	0.536961838	0.36781059	0	0
GMFB	-0.443912671	-0.029990515	-0.095425659	0.887978358	0.372245019
GMNN	-0.177697659	0	0.723712849	-1.050322804	0
GMPPA	0	1.717424317	2.458472166	0	0
GMPPB	0	0	0	0	0
GMPS	0.222277151	0.151152933	0.327111803	0	0.756327973
GNAI2	0	0.809881208	0	0	0
GNAS	0	0.123709454	0	0	0
GNG10	0	0	0	0.084204157	0
GNG12	0	0.294535303	1.596307747	0	0
GNL1	0	1.388221709	0.414422704	0	-1.647471062
GNPDA1	0	1.26358867	1.59944339	0	1.065042382
GNPNAT1	0	0.812595175	0	0	-0.67961283
GNS	0.42512229	0.047548184	-0.063237612	0.940840495	0.222837287
GOLGA1	0	0	0	0	0
GOLGA2	0.079225572	-0.566666622	-0.359236759	0.076367916	0.059958842
GOLGA3	-0.288542329	-0.631324279	-0.239227006	0.472714147	-0.093722131
GOLGA4	0	-1.061008413	-0.446920134	-0.145085854	-1.661508143
GOLGA5	-0.099372844	-0.906251294	-0.130831769	0.518228004	-0.14599513
GOLGB1	-0.175624965	-0.479384886	-0.163420915	0.68064659	0.19554013
GOLIM4	0.220496642	-0.584121363	-0.271085855	-0.368057012	0.302421632
GOLM1	0.681098143	1.149593815	0.670082088	0.125042595	-1.418505496
GOLT1B	0	1.154654948	0	0	0
GORAB	0	0	0	0.211373643	0.021037712
GORASP2	0.006090941	-0.343577891	-0.15855616	0.414137647	0.19280105
GOSR1	0	0	0	0	0
GOT1	-0.036964375	0.295345049	0.411645471	1.572241962	0.936632787
GOT2	0.250319062	0.413882301	0.166592704	0	1.036614197
GPALPP1	0.1885554	1.790691076	-0.680632058	0.180398042	-0.0931371
GPATCH11	-0.301753784	0	-1.185060279	0.422339939	-1.000539548
GPATCH4	0.078619472	0	0.803448576	0.239906964	-0.737909846
GPATCH8	-0.307531677	0	-0.40222465	-0.446413041	0.093309416
GPBP1	0	0	0	-0.437961651	0
GPBP1L1	0	0	0	1.01523811	0.053396079
GPC1	0	-0.165840354	0	0	0
GPC4	0.122018025	0	0	0	0
GPD2	0	0.575541081	0.368273829	0	1.324206787
GPHN	-1.54996091	0	1.137824423	0	-0.033246497
GPI	0.148748853	0.483748417	0.273142321	1.490881739	1.300136062
GPKOW	0.610873933	0.430968166	-0.086203835	0.647749064	-0.032448527
GPN1	0	-2.301457468	-1.232220762	0	1.121831069
GPRC5C	0	0	0	0	0
GPRIN1	-1.095640556	1.266625689	-0.022690738	0	0.240093613
GPS1	0	0.881804282	0	0	0
GPSM1	0	0	0	0	0.577594472
GPX1	0	-0.316099091	0	0	0
GRB2	0.199243045	-0.168272408	0	0	0.291825748
GRHL2	0	0	0.879183125	0.249491503	0
GRHPR	-0.106272699	0.096815047	0.245848044	0	-2.05014466
GRIPAP1	0.003737199	-0.646234952	-0.242480152	-0.076064227	-0.024132689
GRN	0.090391735	0.043316968	3.041209408	0.489355471	0.33985026
GRPEL1	-0.16382885	-0.469621108	-0.09172419	0.498214581	0.28222072
GRSF1	0.145023952	-0.163340749	-0.240795412	0	0.437195538
GRWD1	0.97326881	0.072270022	0	0	-0.938983825
GSE1	-0.396738525	0	0	0	0
GSKIP	0.937938584	-2.183373103	1.070670767	-1.438030432	0.30005733
GSN	0	0.370906823	0.295437474	1.487019096	0.230780202
GSPT1	0.230320573	-0.429302701	0.03450934	-0.104480686	-0.129150004
GSR	0.201015977	0.514649059	-0.786706756	0	0.960479646
GSS	0.348455614	0.395569122	-0.036377514	0	1.003709243
GSTK1	0	-0.182365083	0.417369261	0	0
GSTM2	0	0	0	0	0
GSTM3	1.484899846	1.111187956	0.286583899	0	0
GSTO1	0	0.353036235	1.409942511	0	0.921660381
GSTP1	0.303726113	0.42657769	0.366535582	1.918842724	1.058653179
GTF2B	0	0	0	-0.146497003	-1.535390233
GTF2E1	-0.695369412	-1.500711473	0.791445939	0	-1.915603159
GTF2E2	0	0	0	0	0
GTF2F1	0.004819237	-0.548008086	-0.186233484	0.282267648	-0.157974823
GTF2F2	-1.172474573	0	0	0	2.066422949
GTF2I	1.993493653	0.251926736	0.139522749	0	0
GTF3C4	0	0	0	-1.701912347	0
GTPBP4	0	1.044359965	0	-0.140622415	2.148598165
GYG1	-0.674459908	-0.465242231	-0.255557404	-0.760560625	-0.000415732
GYG2	0	0	0	0.741080603	0
GYS1	0	0	0	0	0
H1F0	0.058593196	-0.091562621	-1.411103053	0.501587323	0.1794129
H1FX	0.098556032	-1.044352063	-0.386435879	0.248371961	0.114409743
H2AFY	0.953107888	0.518881698	0.342068058	0	0
HABP4	-1.569708518	-1.998041269	0	-0.180125061	-0.099329742
HADH	-1.246466496	0.730889725	0.414098005	0	-0.359465474
HADHA	0.205548054	0.525113975	0.480994472	0	1.081286953
HADHB	0.608035069	0.397565709	0.648378911	2.833969343	1.013601334
HARS	0	0.162645066	0.27511191	0	1.129611125
HAT1	0	0	0.362155632	0	-0.978183142
HAUS1	0	0	0	0	1.126542528
HAUS6	0	0	0	0	1.297699224
HBS1L	0	0	0	0	1.09811156
HCFC1	-0.294529361	0.005232825	0.250749866	-0.23223926	0.248420029
HCLS1	0	0	-0.615225376	-0.097023636	0
HDAC1	0	0	0	0	0
HDDC2	0.174070004	0	0	0	0
HDGF	-0.101477268	-0.382330603	-0.296192087	0.094118098	-0.108426215
HDLBP	0.111766566	-0.066578106	-0.127610945	0.848424508	-0.036625947
HEATR1	0	0.287192273	0	0	0
HEATR3	0	0.914537599	0	0	0
HEBP1	0	0.267655285	1.397593534	0	-0.286222325
HEBP2	-0.153743514	-0.482990545	-0.320312204	0.075126302	-0.044411249
HECTD1	0.956711418	0	0	-0.761066623	0
HELZ	0	0	0	0	2.212301677
HEXA	0	0.436673957	0	0	0
HEXB	0.537624421	0.169365144	0.449454919	1.798748998	0.538680979
HEXIM1	-0.106073281	-0.695989948	-0.275830963	-0.185489337	-0.065543733
HEXIM2	0.611139248	0	-0.378561954	-1.203704167	0
HGH1	0	0	0.190595142	0	0.814749212
HGS	-0.623942747	0.348921179	0.043710129	2.040705391	0.018016734
HIBADH	1.314056756	0.224258806	0.3180029	4.097846944	0.895466354
HINT1	0.001732559	-0.029286824	0.041945903	0.43466515	0.164708873
HINT2	0.748142001	1.722585504	-0.224076441	0	-0.74483186
HIRIP3	-0.774687323	0	-0.408303718	-0.389769048	-0.24101535
HIST1H1A	0	0	-0.692935277	0	0
HIST1H1B	0.032336272	-0.613401191	-0.440878641	0.417672272	0
HIST1H1C	0.231766945	-0.649268274	-0.007063822	0.314981096	-0.071009228
HIST1H1D	0.043062874	-0.079311956	0.097457891	0.581411671	-1.212975455
HIST1H1E	-0.333214344	0.189282532	1.895781259	-1.257366479	-4.695438062
HIST1H4A	0.270734711	0.463145784	0.071091899	-0.072966349	1.07969492
HIST2H3PS2	0	0	0	0	0
HIST3H2BB	1.493832584	-1.190875607	0	0	0
HK1	0	0.257298075	0.209051241	0	1.299041534
HKDC1	0	-0.022258992	0	0	0
HLA-A	0	-0.29432266	0	0	0.389948945
HLA-B	0	0.562899945	0.10142972	0	-0.032036393
HM13	0	0	1.941218055	0	0
HMCES	0	0	0	0.76437182	0
HMG20A	0.023375146	1.227394529	-0.167275084	0.327399949	-0.136425843
HMGA1	0.230277291	-0.493232736	-0.75248393	0.15899122	-0.293333352
HMGA2	0	-0.868582197	-1.599504149	0.021896407	-0.79695782
HMGB2	-0.01767445	-0.318854832	-0.248621815	0.175251901	-0.12857193
HMGB3	0.020006823	0	0	0.025784896	0
HMGCS1	0.742621282	0	1.256552992	0.701020242	0
HMGN1	0.060097128	-0.84145516	-0.432987763	0.025473323	-0.241748222
HMGN2	0.114721509	-0.562364905	-0.305160408	0.197429078	-0.127626518
HMGN3	-0.128986813	0	-0.632611908	0.271796011	0.460781241
HMGN5	-0.20566787	0	0	0.050042099	-0.04490653
HMOX2	0.691397197	-0.012406757	2.097180209	0	-1.203875278
HNRNPA0	0.262193209	1.420162812	0.354445689	0.825099518	-0.681373391
HNRNPA2B1	0.006575806	-0.17482549	0.083922979	0.400564073	-0.02427835
HNRNPA3	0.873211	0	0	0.312466245	1.249644652
HNRNPAB	0.020715401	-0.555444156	-0.106706642	-0.150760954	-0.209330588
HNRNPC	0.183136708	0.08133538	0.370805755	-0.182226228	0.891250144
HNRNPD	0.398127221	-0.332351748	-0.117886023	0.170006288	0.001080362
HNRNPDL	0.035891996	-0.723070416	-0.398194072	0.219670497	-0.148574657
HNRNPF	0.034165015	-0.144032861	-0.050514847	0.462003124	0.529490704
HNRNPH1	0.0627196	-0.06005299	0.254368531	0.380198558	0.524126881
HNRNPH2	0.465736834	0.09364078	-2.214106526	3.228110278	0.606413249
HNRNPH3	0.141598434	-0.537855936	-0.653787027	0.262342593	-0.549874046
HNRNPK	0.043202367	0.018415002	0.076785614	0.637680897	0.016179719
HNRNPL	0.155397473	0.192680899	0.380414534	0.757398377	0.638288428
HNRNPM	-0.085006262	0.177769148	0.211723315	0.668361738	1.002053794
HNRNPR	0.222939956	0.220375524	0.350698055	2.863670886	0.588329435
HNRNPU	-0.175330871	0.168301782	-0.125363568	-0.251932977	-0.127134413
HNRNPUL1	-0.439244613	-0.058308322	-0.295459909	0.192496723	1.000845867
HOMER1	0	0	0	0	0
HOOK3	0	-0.113888448	-0.948051804	0.89024083	0.724597615
HOXB9	0	0	0	0	0
HP1BP3	-0.036455634	-0.03597291	-0.27790968	0.594685982	-0.033188532
HPCAL1	0	0.00440642	0	0	1.085050513
HPRT1	0.007681111	0.107516533	-0.110206813	0	0.488083461
HS1BP3	-0.046940175	0	-1.201909394	0.901601636	-0.444335441
HSBP1	-0.305958108	-0.637959508	-0.455546999	-0.393584864	0.027880897
HSCB	0	0	0	0	0
HSD17B10	0.167562778	0.271993363	0.439507022	0	0.85804373
HSD17B12	0	0.838028501	0	0	0
HSD17B4	2.58853534	0.476192074	0.548085654	0	0
HSDL2	0	0	0	0	0
HSP90AA1	0.137918413	0.12919722	0.25901021	1.4296629	0.883100517
HSP90AB1	0.170180935	0.131343851	0.402926498	1.33367183	0.900460334
HSP90B1	0.07454565	0.199628522	0.240315521	1.450232004	0.759720198
HSPA13	0	0	0	0	1.976876573
HSPA1A	0.252480492	0.262338999	0.408473242	0.550335845	0.756136032
HSPA2	0	0	0	0	0
HSPA4	-0.108807302	-0.335313896	-0.09779109	0.890962253	-0.064517231
HSPA4L	0.641897394	-0.035811452	0.750853494	0.782858409	-0.171183957
HSPA5	0.24350592	-0.080302595	0.06569399	0.780015664	0.137970175
HSPA8	0.191923263	0.10486906	0.228528853	-0.149618138	0.748061907
HSPA9	0.111090327	0.087379065	0.190355248	1.184957693	0.420456377
HSPB1	-0.103638127	-0.185688092	0.042916303	0.297027447	-0.063199341
HSPB8	0	-0.158395848	-0.883880446	0	0
HSPBP1	0	0	0.287974791	0	0
HSPD1	0.189649714	0.333400605	0.183082453	0.307081346	0.629543536
HSPE1	-0.178491742	-0.462497076	-0.322042869	-0.119065884	-0.130162295
HSPG2	0	-0.413226467	-0.09765518	0	0
HSPH1	-0.008923455	-0.3257168	0.125751106	0.310205606	-0.081493602
HTATSF1	-0.172095358	-0.323876109	0.091861444	0.732516552	0.345659087
HTRA2	-0.98284826	0	2.071943486	0	0
HUWE1	-0.038869808	0.753819051	0.292890738	0.806431164	0.26113058
HYOU1	0.237313832	0.042183276	0.247085623	0.803239728	0.237597666
HYPK	-0.058695743	-1.356395704	-0.528704919	-0.20487244	-0.148903117
IARS	0	0.592031452	0	0	1.126819251
IARS2	0	1.629564227	0	-0.122646512	0
ICAM1	0	0.008597662	-0.512150805	0.122490245	-0.186195117
ICOSLG	0	0	-0.687710644	0	-2.815533346
IDE	0	0.196704028	0.555194537	0	0
IDH1	0.424298352	0.742988903	0.551291484	-1.897109596	1.195553163
IDH2	0	0.656493665	0.686552238	1.77591063	0
IDH3A	0	1.41575514	1.740145526	0	1.052128605
IFI16	0	-1.764692363	0	0	0.470466999
IFI35	0	0.847565029	0	0	0
IFT27	0	0.478448545	0	0	0
IGBP1	-0.138098214	0	-0.686511527	0	0
IGF2BP1	0.062311536	1.149593815	0	0.71843778	0
IGF2BP2	0.234391134	0.254685805	-0.465513705	0	0
IGF2BP3	0.006982729	0.341856014	0.432814425	1.118945947	1.581140446
IGF2R	0.142150672	-0.131270787	0.062869762	0	0.277343559
IGFBP3	0	0	-0.656254012	0	0
IGFBP5	0	0	0	1.449482561	0
IGFBP7	0	1.782820879	0	0	0
IK	-0.344844632	-0.441833264	-0.361541959	0.428200707	0.029438756
IKBIP	0	-0.269841255	1.571519385	0	0.751260776
IKBKG	-0.272537856	-0.748779029	-0.212521569	-0.30625961	-0.072954169
ILF2	0.163186474	0.098159228	0.293343746	0	1.3262126
ILF3	0.14756844	0.160385689	0.203030236	0.974274734	0.283756193
ILK	0	1.160049617	0	0	0
IMMT	0	2.360664476	3.140448791	0	0
IMPA1	-0.066163971	0.658483426	1.482793497	0	1.032780754
IMPDH1	0	1.877377182	0.776379274	0	0
IMPDH2	0.366779127	0.307186337	0.325574691	2.501879986	0.911695089
INCENP	0	0	0	0	0
INF2	0	-0.079580092	0.10236108	0	0
INHBA	0	-0.259155537	0	0	0
INIP	-0.148848568	0	-1.33365292	0.101807976	-0.035417509
INPP5D	0	0	0	0.434536883	0
INPPL1	0	-0.834577834	-0.084028266	0	1.54531062
INTS12	0	0	0	1.529477503	0
IPO4	0	0	0	0	0
IPO5	0.022297525	0.208563091	0.738087917	0	1.37359198
IPO7	0.159792059	0.138765289	0.520420955	-0.100701765	0
IPO9	0	0.99572705	1.31015715	0	0
IQGAP1	0.862779087	0.35173684	0.386871885	2.734373039	0.451552835
IRF2BP2	-0.087036873	0.251447333	-0.052214215	0.293906242	-0.102002279
IRF2BPL	0	0	0	1.278779872	0
IRGQ	0	-0.319526359	0.222535326	0	0
ISCA2	-0.085860748	-0.555000314	-0.309580304	-0.63764942	-0.308241073
ISCU	0	0	0	0	0.384379366
ISG15	0	0	0.863076198	0	0
ISG20L2	0	0	0	0	0
ISOC1	0	0	0	0	0
IST1	0	0.056981467	0	0	0
ISY1	-0.07488983	-1.275954513	-0.267428904	0.175700038	-0.106639264
ISYNA1	0	0	0.373659167	0	0
ITGA2	1.054355103	-0.328570819	0	0	0
ITGA3	0	-0.180685152	-0.004746151	0	0
ITGA5	0.654026351	-0.239815552	0	0	0.178662512
ITGA6	0	0	0	0	0
ITGAV	0.591863574	-0.348678519	0.049076027	-1.975251616	-0.631082411
ITGB1	-0.0089916	-0.1615947	0.048274	0.65632067	0.107460669
ITGB3	0	0	0.546323704	0	0
ITGB4	0	0	0	0	0
ITM2B	0.195079607	0.196443051	1.066586618	0	0
ITM2C	0	0	0	2.458533539	0
IVL	0	0	0	0.1277892	0
IWS1	0.013338276	-1.120579077	-0.295697497	-0.323237784	-0.014499222
JMJD1C	0	0	0	0	0.498871117
JUN	0	-1.669377835	0	0.764134711	-0.017933465
JUNB	0	0	0	0	0.352761561
JUND	0	-1.298280079	0	0.453153773	-0.720929523
JUP	1.104189279	0.323336388	0.768903592	1.389748773	0
KARS	0.128308926	0.003834179	0.470562886	-1.08772214	0.636586027
KAT7	0	0	0	1.008819926	0
KCMF1	1.153751594	0	0	0	0.182311783
KCTD12	0.160420963	0	0	0	0
KDELC2	0	0.189407601	0	0	0
KDM3B	-1.187158704	1.588668334	-0.245079055	-1.495415663	0
KHDRBS1	0.20388296	-0.057161218	0.118302422	1.709269447	1.156405905
KHDRBS3	0	1.546411576	0	0	0
KHSRP	-0.284263338	-0.345776796	-0.102401353	0.053833608	-0.229587432
KIAA0907	0	0	-0.73384124	-0.279858719	0
KIAA1143	-0.202056284	1.185503548	-1.418641519	-1.634432979	-1.07271101
KIAA1191	-0.139636139	0	-0.505745285	-0.041051707	-1.724255137
KIAA1211	-0.730008282	0	0	0	0.244393428
KIAA1217	0	-0.08040048	-0.100951207	-0.022812163	0
KIAA1468	0.727181171	-0.047766031	0.052456295	1.801263326	-1.326750682
KIAA1522	0	0	2.454490668	0.501911091	0
KIAA1671	0	0	-1.608375227	-0.994961661	0.151894571
KIDINS220	0	0	0	0.11974204	0
KIF13B	0	0	0	0	0
KIF15	0	-1.574192798	-0.049836623	0	0
KIF1B	0	0.206532252	-1.650540039	0	0
KIF1C	0	0	-0.763622531	0	0
KIF2A	-0.011387506	0	-0.134402614	1.19392827	-0.033047067
KIF2C	0	0	-0.508906292	0	-1.772112377
KIF4A	0.797395569	0	0	0	0
KIF5B	1.810014079	0.315106862	-0.183420829	1.699671035	0.394129037
KLC1	0.16322769	-0.115881203	0.132326586	0	0.095174814
KLC2	0	0	0.822910494	0	0.734810842
KLC3	0	0	-0.268310273	3.366584835	0
KLF5	0	0	0	0	0
KLRG2	0	0	-0.332762409	0.102870338	0
KMT2A	0	0	0	1.697062439	0
KMT2C	0	0	0	0	0
KNOP1	0.319804018	0.980274552	-1.218185811	-0.02043759	0
KNSTRN	2.096183767	0	1.340503249	0	0.515459296
KPNA1	0	0.461724267	0.905844733	0	1.895467523
KPNA3	0.967822021	0.075127713	-0.958008722	0.481350506	0
KPNA4	0	0.926424741	0	0	0
KPNA6	0	1.773497838	0	0	0
KPNB1	0.075151741	0.134675801	0.343231867	1.319164488	0.829548126
KRI1	0.264640739	0.963717778	-0.340722881	0.37508368	0.138183845
KRR1	0	0	0	0	0.044159758
KRT18	-0.202373618	0.292280423	0.155522448	0.604787392	0
KTN1	-0.345634973	-0.259730673	-0.257615944	0.064178034	-0.067499766
L1CAM	0	-0.975553189	-0.013242303	0	0
LACTB	0	0.230403501	0	0	0
LAD1	0	-0.311247827	-0.236813872	0.03329971	0
LAMA3	0	0	0.351434118	0	0
LAMA4	0	-1.949774986	0	0	0
LAMA5	0	0	0.694864115	0	0
LAMB1	0	-0.334789249	0.146831735	0.093172542	-0.125919102
LAMB2	0	0	0	0	0
LAMB3	0	0	0	0	0
LAMC1	-0.451597269	-0.508404929	0.069815882	-0.331382202	0.298425839
LAMC2	0	0	-0.206920788	0.41527616	0
LAMP1	-1.006562074	0.388744399	0.030624135	0.495322852	-0.491890385
LAMP2	0.287394861	-0.028401017	0.034747508	0.379554545	-0.035946106
LAMTOR1	0.415939441	1.395634299	-1.741493778	0.406171045	-0.181739996
LAMTOR5	-0.007797917	0.00694427	-0.326394599	-0.014320468	-0.028586075
LANCL1	0	1.23698334	0	0	0
LAP3	0.226691141	0.187790941	0.40235764	1.795292416	0.669547237
LARP1	-0.257443371	-0.244442783	-0.06070165	-0.108908153	-0.262853849
LARP4	-0.791485766	-1.461112917	-0.345935521	0.053341222	0
LARP4B	-0.628898407	0	0.239285789	0.487923146	-0.083896665
LARS	0.071960653	0.119267769	0.449788161	1.572783934	1.332904395
LARS2	0	0	0	0	0
LASP1	-0.196595458	-0.292170554	-0.210775787	0.06802412	-0.251893543
LBH	-0.225306524	-1.404413934	-1.335535532	-0.913602808	0
LBR	0	-0.040018073	0	0.503591792	0
LCP1	0	0	0.285852261	0	0.584025955
LDHA	0.004871916	0.418172337	0.317255607	2.250757593	1.171431757
LDHB	0.160055507	0.331466616	0.417481084	1.297559005	0.953506394
LDLR	0	0	0	0	-0.600621309
LEMD2	-0.398533321	-0.020381065	-0.331453184	0.113582833	-0.331237824
LEMD3	-0.63281076	-0.416993158	-0.260605693	0.342424932	-0.305268618
LENG1	1.038335507	0	-0.436560302	-0.447315961	0.106952368
LEO1	-0.269900877	-0.45334336	-0.025942156	-0.170095666	0.076150689
LETM1	0.009830887	0.022739989	0.08675574	0.89704531	0.422776058
LGALS1	-0.544977379	-0.200086276	-0.0697997	0.622393776	0.281466282
LGALS3	0	2.795436419	0.166625099	1.143653298	0
LGALS3BP	0	-0.155642266	-0.296499954	2.628717465	0
LIMA1	-0.031794501	-0.543162237	0.070518681	0.089842911	0.078738225
LIMCH1	0	-0.387321581	-0.637107407	-0.166111004	0
LIMD1	0	0.518487903	0	0	0.274377999
LIN52	0	0	0	-0.29211985	-0.068641789
LIN7C	-0.033772815	-0.060240324	-0.697967994	0.399829121	-0.079044921
LLPH	0.788507044	-0.958197933	-0.55442231	-0.615516477	0.04370404
LMAN2	0	-0.653227796	0.275548854	0	0
LMCD1	0	0.353002988	0	0	0
LMNA	0	0.175209855	0.274750789	0.787937507	-0.049150518
LMNB1	-0.048957128	-0.249823447	0.062238567	0.315278015	0.005556419
LMNB2	-0.175062127	0.153409434	0.15502691	0.314687479	0.132791735
LMO7	-0.174820693	0.022723063	-0.440008426	0.367589818	0.112346825
LNPEP	-0.582263729	0.617688577	-0.159669633	0	1.585443511
LONP1	0.382388506	0.264043365	0.295557556	0	1.036361098
LPP	-0.049575453	0.08972114	-0.229582993	0.434537992	-0.20058675
LPXN	0	1.953111087	0	0	0
LRBA	0	1.209515136	0.985716996	0.635916822	1.107082239
LRP1	0.353506365	-0.178290754	0	0	0
LRPAP1	-0.125409723	-0.509089641	-0.405733984	0.065544251	-0.017788332
LRPPRC	0.247555532	0.309678075	0.419965347	1.030954302	1.024745212
LRRC1	0	0	0	0	0
LRRC40	0	1.130167259	1.149958467	0	0
LRRC47	1.738556945	0.120625778	-0.567199811	0	0.918771521
LRRC59	0.107043905	0.368483513	0.009708102	0.387908051	0.216189072
LRRFIP1	-0.046152718	-0.608681679	-0.384894719	-0.12964058	-0.093548562
LRRFIP2	-0.268345488	-0.731349819	-0.109225603	-0.026966305	-0.204408446
LRRN4	0	-0.43943317	0	0	0
LSM1	0	1.354096206	1.213915859	0	0.159455068
LSM14A	-0.205399217	-0.476761458	-0.357311152	-0.287372979	0.482979439
LSM14B	0	0	-1.130595981	0	-2.075023241
LSM3	0.230088087	-0.454697111	-0.210871308	0.227490476	0.090383368
LSM8	0.286759348	-0.073535686	-0.057425006	0.511073371	0.20847885
LSR	0	0	-0.076979619	0.363593525	0.610901172
LSS	0	1.147361066	0.416674576	0	-1.248413125
LTA4H	-0.520837632	0.283661181	0.141610981	0	0.875367569
LTBP1	0	0	0	-0.023812151	0
LTV1	-0.391361494	-0.449408805	-0.375457129	-0.574933291	0.235519581
LUC7L	0.227572994	-0.753036464	0	-0.023931492	-0.092796243
LUC7L2	0.103242689	-0.270872254	0.063287637	0.45536143	-0.049688069
LUC7L3	-1.050529141	-0.113935735	-0.112494065	0.752683756	0
LUZP1	0.258353069	-0.609945186	0.161901122	0.021067395	-0.222499778
LYPLA1	0	1.21632843	-1.075539674	0	0
LYPLA2	0	-0.175814034	0	0	0
LYSMD1	-0.139709399	0	0	0	0
LYSMD2	-1.613034311	0	0	0	-1.759742893
LZIC	-0.07612448	-0.519831225	-0.090758883	0.194637608	-0.033999053
LZTFL1	-0.653187649	-0.049200547	0	0	0.179867816
LZTS1	0	0	-0.834657375	0	0
M6PR	0	-0.175978298	-0.989556904	0	0
MACF1	0	0.150813036	1.602088685	-1.048159179	0.52924567
MAGED1	-0.494496843	0	0	1.319237874	0
MAGED2	0.066175013	0.193178046	-0.031410216	0.732269339	-1.374171259
MAGOHB	0	1.018315844	0	0	0
